Date,AAPL,MSFT,KO,NKE
2017-12-01,163.8699951171875,82.633544921875,42.98420715332031,60.83172607421875
2018-01-01,162.12701416015625,91.78175354003906,44.58627700805664,66.56632232666016
2018-02-01,172.4784393310547,90.58389282226562,40.49209976196289,65.40515899658203
2018-03-01,163.12831115722656,88.58300018310547,40.6888427734375,64.82947540283203
2018-04-01,160.6781768798828,90.76675415039062,40.840091705322266,66.9340591430664
2018-05-01,181.6890411376953,95.93013763427734,40.641605377197266,70.2714614868164
2018-06-01,180.67184448242188,96.12174987792969,41.45444107055664,77.98370361328125
2018-07-01,185.72764587402344,103.40325164794922,44.46503448486328,75.48292541503906
2018-08-01,222.1724090576172,109.49554443359375,42.500675201416016,80.6747817993164
2018-09-01,221.10043334960938,111.9130859375,44.04545974731445,83.35282135009766
2018-10-01,214.36184692382812,104.51548767089844,46.04534912109375,73.82902526855469
2018-11-01,174.9097137451172,108.50785827636719,48.46879959106445,73.90773010253906
2018-12-01,155.037109375,99.81742095947266,45.89573287963867,73.1600570678711
2019-01-01,163.58799743652344,102.6280746459961,46.65177917480469,80.7977523803711
2019-02-01,170.1830291748047,110.09693908691406,43.947471618652344,84.59686279296875
2019-03-01,187.49586486816406,116.39996337890625,45.42078399658203,83.09695434570312
2019-04-01,198.07736206054688,128.8946533203125,47.96834945678711,86.89209747314453
2019-05-01,172.80810546875,122.06501007080078,48.03678894042969,76.31623840332031
2019-06-01,196.11521911621094,132.70018005371094,49.786956787109375,81.79658508300781
2019-07-01,211.0973663330078,134.9884490966797,51.860618591308594,85.34820556640625
2019-08-01,206.83656311035156,136.56349182128906,54.235389709472656,83.83032989501953
2019-09-01,222.77088928222656,138.18109130859375,53.64415740966797,93.41638946533203
2019-10-01,247.42816162109375,142.4945831298828,54.02643966674805,89.06982421875
2019-11-01,265.8191833496094,150.4556884765625,53.00407791137695,92.98869323730469
2019-12-01,292.9547119140625,157.2704315185547,55.349998474121094,101.02969360351562
2020-01-01,308.7771911621094,169.76629638671875,58.400001525878906,96.03356170654297
2020-02-01,272.7127685546875,161.56869506835938,53.4900016784668,89.13269805908203
2020-03-01,289.0299987792969,161.57000732421875,55.2599983215332,88.36000061035156
