Date,GFNORTEO.MX,GFINBURO.MX,GAPB.MX,HERDEZ.MX
2017-12-01,98.97321319580078,31.05994987487793,176.4996337890625,43.357730865478516
2018-01-01,98.5510025024414,32.71352005004883,177.486572265625,43.07298278808594
2018-02-01,103.86542510986328,29.125957489013672,159.05841064453125,43.84180450439453
2018-03-01,102.00215148925781,29.096948623657227,156.88372802734375,43.65196990966797
2018-04-01,107.40837097167969,30.131635665893555,169.90570068359375,42.49399185180664
2018-05-01,97.47708892822266,27.240312576293945,148.42074584960938,37.42546844482422
2018-06-01,107.45426940917969,27.307964324951172,160.6042938232422,40.19914245605469
2018-07-01,123.24188995361328,30.15663719177246,153.81817626953125,38.88350296020508
2018-08-01,124.0953598022461,29.822654724121094,172.2637939453125,39.51731872558594
2018-09-01,128.30584716796875,28.840354919433594,186.2002410888672,40.65049743652344
2018-10-01,105.98271179199219,25.863981246948242,152.9521484375,36.24261474609375
2018-11-01,88.33473205566406,26.934690475463867,128.43246459960938,40.663047790527344
2018-12-01,90.82877349853516,27.78929328918457,149.35227966308594,39.89434814453125
2019-01-01,100.67219543457031,27.209735870361328,164.21270751953125,40.62412643432617
2019-02-01,99.4299087524414,28.250972747802734,171.83827209472656,41.55823516845703
2019-03-01,100.08424377441406,26.41407012939453,164.87289428710938,42.132328033447266
2019-04-01,113.63554382324219,28.506372451782227,184.42953491210938,39.53432846069336
2019-05-01,101.07996368408203,25.539823532104492,183.50144958496094,39.06727600097656
2019-06-01,105.60338592529297,27.760000228881836,191.24183654785156,40.57487106323242
2019-07-01,96.4800033569336,23.520000457763672,183.99899291992188,39.56863784790039
2019-08-01,107.81999969482422,24.770000457763672,182.9369659423828,41.216094970703125
2019-09-01,106.06999969482422,25.100000381469727,186.0076904296875,41.255558013916016
2019-10-01,105.0,23.899999618530273,197.54623413085938,38.6807861328125
2019-11-01,102.94000244140625,23.209999084472656,194.71546936035156,38.20000076293945
2019-12-01,106.26000213623047,22.579999923706055,202.58999633789062,37.59000015258789
2020-01-01,116.12999725341797,21.424999237060547,233.85499572753906,37.51499938964844
2020-02-01,106.63999938964844,21.1200008392334,213.66000366210938,35.459999084472656
2020-03-01,106.58999633789062,20.790000915527344,216.50999450683594,36.599998474121094
